Latitude,Longitude,Category
51.50954,-0.12758,coffee
51.50848289,-0.07747913,coffee
51.50848289,-0.07747913,coffee
51.5083,-0.1384,coffee
51.5083,-0.1384,coffee
51.50719443,-0.22130968,coffee
51.50719443,-0.22130968,coffee
51.5068,-0.112442,coffee
51.5068,-0.112442,coffee
51.5068,-0.112442,coffee
51.5059484,-0.11810327,coffee
51.5059484,-0.11810327,coffee
51.50560216,-0.13945767,coffee
51.50560216,-0.13945767,coffee
51.50560216,-0.13945767,coffee
51.50560216,-0.13945767,coffee
51.50452798,-0.08731563,coffee
51.50452798,-0.08731563,coffee
51.50365,-0.0159,coffee
51.50365,-0.0159,coffee
51.499542,-0.132933,coffee
51.499542,-0.132933,coffee
51.499542,-0.132933,coffee
51.499542,-0.132933,coffee
51.49931738,-0.0813315,coffee
51.49931738,-0.0813315,coffee
51.4974793,-0.1677851,coffee
51.4974793,-0.1677851,coffee
51.496049,-0.008924,coffee
51.4936623,-0.17058015,coffee
51.4936623,-0.17058015,coffee
51.49228206,-0.22158,coffee
51.49228206,-0.22158,coffee
51.49215718,-0.14006643,coffee
51.49215718,-0.14006643,coffee
51.49093579,-0.22398338,coffee
51.49093579,-0.22398338,coffee
51.48682,-0.32817,coffee
51.48682,-0.32817,coffee
51.48518477,-0.23379084,coffee
51.48518477,-0.23379084,coffee
51.48432,-0.080028,coffee
51.48432,-0.080028,coffee
51.48432,-0.080028,coffee
51.48432,-0.080028,coffee
51.48432,-0.080028,coffee
51.48432,-0.080028,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.483718,-0.187894,coffee
51.4772246,-0.2285894,coffee
51.4772246,-0.2285894,coffee
51.47432036,-0.2008032,coffee
51.47432036,-0.2008032,coffee
51.4718799,-0.48604565,coffee
51.4718799,-0.48604565,coffee
51.4718799,-0.48604565,coffee
51.4718799,-0.48604565,coffee
51.47074002,-0.21534012,coffee
51.47074002,-0.21534012,coffee
51.4642092,-0.2125373,coffee
51.4642092,-0.2125373,coffee
51.463992,-0.2156256,coffee
51.463992,-0.2156256,coffee
51.463873,-0.254563,coffee
51.463873,-0.254563,coffee
51.463873,-0.254563,coffee
51.463873,-0.254563,coffee
51.463873,-0.254563,coffee
51.4635262,-0.1335654,coffee
51.4635262,-0.1335654,coffee
51.46151516,-0.13822292,coffee
51.46151516,-0.13822292,coffee
51.4613152,-0.2198035,coffee
51.4613152,-0.2198035,coffee
51.46059852,-0.18819839,coffee
51.46059852,-0.18819839,coffee
51.46059852,-0.18819839,coffee
51.46059852,-0.18819839,coffee
51.4551164,-0.5086841,coffee
51.4551164,-0.5086841,coffee
51.42402154,-0.14686488,coffee
51.42402154,-0.14686488,coffee
51.42402154,-0.14686488,coffee
51.42402154,-0.14686488,coffee
51.42402154,-0.14686488,coffee
51.42402154,-0.14686488,coffee
51.420633,-0.457966,coffee
51.4194247,-0.1114755,coffee
51.4194247,-0.1114755,coffee
51.4185508,-0.3018318,coffee
51.4185508,-0.3018318,coffee
51.4185508,-0.3018318,coffee
51.4185508,-0.3018318,coffee
51.417277,-0.259465,coffee
51.417277,-0.259465,coffee
51.417277,-0.259465,coffee
51.417277,-0.259465,coffee
51.417277,-0.259465,coffee
51.417277,-0.259465,coffee
51.417277,-0.259465,coffee
51.417277,-0.259465,coffee
51.4137627,-0.17780738,coffee
51.4137627,-0.17780738,coffee
51.410792,-0.15191,coffee
51.410792,-0.15191,coffee
51.410792,-0.15191,coffee
51.391383,-0.39216,coffee
51.379947,-0.254269,coffee
51.3610729,-0.1922056,coffee
51.3610729,-0.1922056,coffee
51.34450426,-0.47566342,coffee
51.34450426,-0.47566342,coffee
51.3428601,-0.3229167,coffee
51.3428601,-0.3229167,coffee
51.339482,-0.481469,coffee
51.330352,-0.245869,coffee
